t,s,x,y,psi,vx,vy,dpsi,delta,ax,ay,ddpsi,jerk,R_cmd,ddelta_cmd,ey,epsi,dv,v_ref,x_ref,y_ref,psi_ref,alpha,dmin,v_lead,d_gap,Fy_f,Fy_r
13.200000,362.791108,364.252044,-0.148819,-0.009467,29.347835,-0.035667,-0.008014,-0.001648,0.221165,0.383345,-0.035666,-0.018642,189.817580,0.005641,1.283972,0.002215,-3.652165,33.000000,362.791108,-1.417858,-0.011281,0.000000,36.290423,28.840000,216.206698,5.316571,59.838624
13.250000,364.258436,365.719913,-0.163615,-0.009888,29.358855,-0.017998,-0.008424,-0.001248,0.220398,0.353372,-0.008199,-0.027245,189.244578,0.008007,1.285467,0.001853,-3.641145,33.000000,364.258436,-1.434440,-0.011319,0.000000,34.825192,28.775000,216.177505,-10.812314,11.836025
13.300000,365.726298,367.188331,-0.178292,-0.010272,29.369834,-0.003151,-0.007692,-0.000791,0.219568,0.296945,0.014637,-0.031945,188.673564,0.009143,1.287313,0.001468,-3.630166,33.000000,365.726298,-1.451084,-0.011356,0.000000,33.359614,28.710000,216.144514,-19.348657,-23.965717
13.350000,367.194720,368.657295,-0.193074,-0.010636,29.380771,0.006178,-0.007280,-0.000687,0.218743,0.186586,0.008244,-0.033112,188.104684,0.002084,1.289337,0.001119,-3.619229,33.000000,367.194720,-1.467786,-0.011391,0.000000,31.893707,28.645000,216.107725,-41.112034,-46.638527
13.400000,368.663675,370.126803,-0.208000,-0.010928,29.391672,0.014101,-0.005825,-0.000247,0.218022,0.158443,0.029099,-0.030914,187.537972,0.008794,1.291315,0.000789,-3.608328,33.000000,368.663675,-1.484546,-0.011425,0.000000,30.427489,28.580000,216.067142,-33.734260,-61.248832
13.450000,370.133186,371.596853,-0.223073,-0.011098,29.402538,0.019823,-0.003417,0.000260,0.217325,0.114456,0.048163,-0.028361,186.973108,0.010135,1.293201,0.000530,-3.597462,33.000000,370.133186,-1.501359,-0.011458,0.000000,28.960994,28.515000,216.022765,-18.721519,-66.112018
13.500000,371.603227,373.067443,-0.238347,-0.011165,29.413373,0.020965,-0.001324,0.000458,0.216688,0.022830,0.041845,-0.026673,186.410053,0.003966,1.294995,0.000390,-3.586627,33.000000,371.603227,-1.518227,-0.011488,0.000000,27.494265,28.450000,215.974596,-15.838209,-60.322082
13.550000,373.073819,374.538570,-0.253843,-0.011160,29.424177,0.018582,0.000096,0.000476,0.216083,-0.047666,0.028403,-0.024831,185.848652,0.000366,1.296637,0.000353,-3.575823,33.000000,373.073819,-1.535143,-0.011518,0.000000,26.027351,28.385000,215.922637,-14.684331,-48.138731
13.600000,374.544940,376.010234,-0.269587,-0.011141,29.434950,0.013609,0.000378,0.000254,0.215464,-0.099445,0.005638,-0.024486,185.288812,-0.004449,1.298107,0.000386,-3.565050,33.000000,374.544940,-1.552111,-0.011546,0.000000,24.560314,28.320000,215.866890,-21.111670,-33.959342
13.650000,376.016608,377.482431,-0.285594,-0.011166,29.445690,0.007908,-0.000499,-0.000113,0.214801,-0.114028,-0.017536,-0.025644,184.730573,-0.007335,1.299373,0.000431,-3.554310,33.000000,376.016608,-1.569120,-0.011572,0.000000,23.093228,28.255000,215.807355,-31.992521,-22.726254
13.700000,377.488803,378.955161,-0.301884,-0.011285,29.456395,0.003097,-0.002387,-0.000559,0.214105,-0.096215,-0.037767,-0.027190,184.174051,-0.008923,1.300422,0.000431,-3.543605,33.000000,377.488803,-1.586178,-0.011597,0.000000,21.626191,28.190000,215.744036,-47.246378,-18.048587
13.750000,378.961532,380.428421,-0.318476,-0.011527,29.467066,0.000694,-0.004826,-0.000960,0.213410,-0.048073,-0.048765,-0.027820,183.619333,-0.008015,1.301227,0.000335,-3.532934,33.000000,378.961532,-1.603273,-0.011620,0.000000,20.159323,28.125000,215.676932,-62.766345,-21.947749
13.800000,380.434802,381.902211,-0.335255,-0.011805,29.477707,0.004196,-0.005567,-0.000711,0.212831,0.070051,-0.014824,-0.025465,183.066431,0.004974,1.301772,0.000115,-3.522293,33.000000,380.434802,-1.620411,-0.011641,0.000000,18.692785,28.060000,215.606047,-46.811863,-34.163261
13.850000,381.908595,383.376527,-0.352329,-0.012146,29.488314,0.006624,-0.006821,-0.000913,0.212134,0.048553,-0.025085,-0.025516,182.515001,-0.004036,1.302164,-0.000143,-3.511686,33.000000,381.908595,-1.637583,-0.011662,0.000000,17.226796,27.995000,215.531381,-65.738365,-45.706670
13.900000,383.382924,384.851368,-0.369788,-0.012566,29.498886,0.009108,-0.008402,-0.001119,0.211432,0.049682,-0.031624,-0.027980,181.965384,-0.004128,1.302299,-0.000466,-3.501114,33.000000,383.382924,-1.654791,-0.011680,0.000000,15.761633,27.930000,215.452937,-83.437629,-58.750534
13.950000,384.857774,386.326731,-0.387723,-0.013078,29.509421,0.012101,-0.010228,-0.001333,0.210714,0.059857,-0.036512,-0.028395,181.417441,-0.004278,1.302079,-0.000869,-3.490579,33.000000,384.857774,-1.672031,-0.011697,0.000000,14.297674,27.865000,215.370716,-102.033322,-74.125884
14.000000,386.333155,387.802613,-0.406077,-0.013591,29.519927,0.018968,-0.010280,-0.000952,0.210117,0.137344,-0.001034,-0.026301,180.871512,0.007618,1.301413,-0.001365,-3.480073,33.000000,386.333155,-1.689301,-0.011712,0.000000,12.835462,27.800000,215.284719,-88.245206,-92.183798
14.050000,387.809055,389.279016,-0.424758,-0.013990,29.530401,0.027734,-0.007978,-0.000182,0.209484,0.175330,0.046034,-0.024610,180.327132,0.015413,1.300357,-0.001865,-3.469599,33.000000,387.809055,-1.706599,-0.011726,0.000000,11.375813,27.735000,215.194949,-57.853069,-105.371591
14.100000,389.285483,390.755938,-0.443639,-0.014150,29.540841,0.035656,-0.003201,0.000881,0.208790,0.158441,0.095532,-0.026538,179.784479,0.021254,1.298999,-0.002252,-3.459159,33.000000,389.285483,-1.723922,-0.011739,0.000000,9.919988,27.670000,215.101407,-11.944269,-106.058671
14.150000,390.762427,392.233380,-0.462572,-0.013977,29.551246,0.039499,0.003462,0.002008,0.208096,0.076860,0.133272,-0.027750,179.243492,0.022548,1.297464,-0.002401,-3.448754,33.000000,390.762427,-1.741268,-0.011749,0.000000,8.470021,27.605000,215.004095,42.010831,-88.296927
14.200000,392.239895,393.711343,-0.481340,-0.013398,29.561615,0.037805,0.011585,0.003162,0.207392,-0.033881,0.162457,-0.027978,178.704444,0.023074,1.295898,-0.002219,-3.438385,33.000000,392.239895,-1.758636,-0.011758,0.000000,7.029414,27.540000,214.903014,107.359896,-50.086948
14.250000,393.717877,395.189828,-0.499678,-0.012377,29.571947,0.029454,0.020423,0.004190,0.206630,-0.167036,0.176751,-0.029329,178.167132,0.020555,1.294514,-0.001632,-3.428053,33.000000,393.717877,-1.776021,-0.011766,0.000000,5.604710,27.475000,214.798167,177.770207,8.374696
14.300000,395.196377,396.668833,-0.517630,-0.011142,29.582278,0.007089,0.024703,0.003625,0.206617,-0.447285,0.085613,-0.015482,177.631776,-0.011291,1.293578,-0.000605,-3.417722,33.000000,395.196377,-1.793422,-0.011772,0.000000,4.209515,27.410000,214.689553,171.558735,84.243157
14.350000,396.675390,398.148361,-0.534717,-0.009654,29.592531,-0.012045,0.029752,0.004104,0.205075,-0.382690,0.100972,-0.031105,177.096470,0.009570,1.293041,0.000634,-3.407469,33.000000,396.675390,-1.810838,-0.011776,0.000000,2.876399,27.345000,214.577177,246.060959,154.811325
14.400000,398.154916,399.628412,-0.550498,-0.007881,29.602699,-0.029840,0.035465,0.004656,0.203346,-0.355898,0.114256,-0.065436,176.565148,0.011052,1.293380,0.002125,-3.397301,33.000000,398.154916,-1.828264,-0.011779,0.000000,1.700168,27.280000,214.461042,319.385592,224.522543
14.450000,399.634948,401.108986,-0.564742,-0.005916,29.612800,-0.051495,0.039292,0.004508,0.202034,-0.433105,0.076547,-0.060812,176.038314,-0.002974,1.295034,0.003899,-3.387200,33.000000,399.634948,-1.845699,-0.011780,0.000000,0.984599,27.215000,214.341152,351.183764,296.235065
14.500000,401.115484,402.590080,-0.577405,-0.003979,29.622855,-0.078023,0.038746,0.003373,0.201090,-0.530563,-0.010925,-0.045105,175.514870,-0.022689,1.298233,0.005864,-3.377145,33.000000,401.115484,-1.863141,-0.011780,0.000000,1.230488,27.150000,214.217509,332.544245,362.250485
14.550000,402.596520,404.071690,-0.588601,-0.002363,29.632867,-0.106005,0.032322,0.001295,0.200242,-0.559635,-0.128481,-0.035844,174.993872,-0.041559,1.303016,0.007799,-3.367133,33.000000,402.596520,-1.880587,-0.011778,0.000000,2.225660,27.085000,214.090115,265.003647,407.628567
14.600000,404.078055,405.553813,-0.598588,-0.001383,29.642840,-0.129687,0.019593,-0.001518,0.199467,-0.473629,-0.254571,-0.032465,174.475073,-0.056263,1.309268,0.009411,-3.357160,33.000000,404.078055,-1.898035,-0.011774,0.000000,3.498011,27.020000,213.958973,151.978278,415.993730
14.650000,405.560087,407.036441,-0.607809,-0.001344,29.652784,-0.143412,0.000789,-0.004859,0.198874,-0.274505,-0.376081,-0.027358,173.958283,-0.066822,1.316729,0.010386,-3.347216,33.000000,405.560087,-1.915482,-0.011769,0.000000,4.870282,26.955000,213.824084,-6.434280,373.838356
14.700000,407.042614,408.519564,-0.616937,-0.002517,29.662693,-0.142701,-0.023466,-0.008539,0.198174,0.014217,-0.485115,-0.025864,173.443034,-0.073610,1.324953,0.010419,-3.337307,33.000000,407.042614,-1.932926,-0.011762,0.000000,6.286418,26.890000,213.685450,-210.022870,271.970141
14.750000,408.525637,410.003170,-0.626859,-0.005106,29.672527,-0.123753,-0.051778,-0.012233,0.196682,0.378971,-0.566226,-0.043849,172.929605,-0.073868,1.333264,0.009237,-3.327473,33.000000,408.525637,-1.950364,-0.011754,0.000000,7.725188,26.825000,213.543073,-447.499547,105.895433
14.800000,410.009147,411.487276,-0.637030,-0.008207,29.682767,-0.051861,-0.062030,-0.009403,0.204811,1.437824,-0.205039,0.132748,172.419970,0.056592,1.340774,0.006638,-3.317233,33.000000,410.009147,-1.967796,-0.011744,0.000000,9.177037,26.760000,213.396935,-354.511652,-122.610911
14.850000,411.493164,412.971853,-0.649223,-0.012141,29.692530,-0.000156,-0.078680,-0.011805,0.195243,1.034110,-0.333011,-0.028764,171.889397,-0.048026,1.348024,0.003525,-3.307470,33.000000,411.493164,-1.985216,-0.011732,0.000000,10.637361,26.695000,213.247058,-637.402732,-324.647585
14.900000,412.977675,414.456852,-0.665118,-0.017261,29.701652,0.042715,-0.102388,-0.015293,0.182452,0.857422,-0.474157,-0.447185,171.383590,-0.069766,1.353241,-0.000422,-3.298348,33.000000,412.977675,-2.002625,-0.011719,0.000000,12.103219,26.630000,213.093476,-947.832388,-531.273572
14.950000,414.462647,415.942279,-0.684626,-0.022806,29.710851,0.122666,-0.110909,-0.012596,0.183977,1.599019,-0.170415,-0.225337,170.910805,0.053946,1.354738,-0.005557,-3.289149,33.000000,414.462647,-2.020017,-0.011704,0.000000,13.572829,26.565000,212.936183,-902.036841,-767.083264
15.000000,415.948093,417.427998,-0.710579,-0.029730,29.718485,0.158682,-0.138467,-0.018946,0.152685,0.720310,-0.551156,-0.595333,170.434156,-0.127010,1.352607,-0.011118,-3.281515,33.000000,415.948093,-2.037393,-0.011688,0.000000,15.045306,26.500000,212.775259,-1409.207505,-964.876862
15.050000,417.433901,418.913961,-0.743475,-0.037665,29.725698,0.225787,-0.158706,-0.019073,0.144254,1.342101,-0.404778,-0.794449,170.038675,-0.002540,1.344006,-0.018060,-3.274302,33.000000,417.433901,-2.054746,-0.011670,0.000000,16.519621,26.435000,212.610724,-1505.687623,-1204.043125
15.100000,418.920039,420.400098,-0.784077,-0.046271,29.732234,0.307776,-0.172122,-0.018316,0.130716,1.639787,-0.268327,-0.439384,169.664965,0.015134,1.328440,-0.026014,-3.267766,33.000000,418.920039,-2.072077,-0.011650,0.000000,17.995350,26.370000,212.442612,-1603.328108,-1443.634196
15.150000,420.406432,421.886347,-0.832804,-0.054991,29.738238,0.401428,-0.174407,-0.015222,0.120078,1.873029,-0.045702,-0.483528,169.326277,0.061887,1.305139,-0.034642,-3.261762,33.000000,420.406432,-2.089378,-0.011629,0.000000,19.472137,26.305000,212.270950,-1596.624246,-1659.231481
15.200000,421.893038,423.372654,-0.889800,-0.063182,29.743859,0.495650,-0.163814,-0.010260,0.112432,1.884438,0.211856,-0.365694,169.015150,0.099234,1.273684,-0.043385,-3.256141,33.000000,421.893038,-2.106651,-0.011607,0.000000,20.949755,26.240000,212.095758,-1501.974011,-1822.989026
15.250000,423.379787,424.858965,-0.955072,-0.070288,29.749338,0.574099,-0.142128,-0.004575,0.109580,1.568990,0.433725,-0.209949,168.723834,0.113704,1.233924,-0.051600,-3.250662,33.000000,423.379787,-2.123889,-0.011582,0.000000,22.428054,26.175000,211.917041,-1356.953951,-1912.498687
15.300000,424.866643,426.345236,-1.028467,-0.075913,29.755102,0.623343,-0.112493,0.000981,0.115265,0.984872,0.592693,0.056663,168.439912,0.111117,1.185854,-0.058732,-3.244898,33.000000,424.866643,-2.141093,-0.011556,0.000000,23.906926,26.110000,211.734786,-1177.236765,-1915.866137
15.350000,426.353537,427.831443,-1.109615,-0.079813,29.761627,0.636006,-0.078006,0.005911,0.130512,0.253259,0.689748,0.418634,168.141266,0.098610,1.129618,-0.064384,-3.238373,33.000000,426.353537,-2.158256,-0.011529,0.000000,25.386300,26.045000,211.548954,-966.749568,-1828.345479
15.400000,427.840467,429.317601,-1.197864,-0.081883,29.769254,0.610431,-0.041392,0.009948,0.152543,-0.511492,0.732277,0.745557,167.803120,0.080741,1.065590,-0.068314,-3.230746,33.000000,427.840467,-2.175379,-0.011500,0.000000,26.866151,25.980000,211.359491,-728.980142,-1649.316450
15.450000,429.327409,430.803763,-1.292259,-0.082138,29.778069,0.549529,-0.005100,0.012965,0.176297,-1.218034,0.725844,0.915702,167.407899,0.060332,0.994414,-0.070414,-3.221931,33.000000,429.327409,-2.192456,-0.011469,0.000000,28.346504,25.915000,211.166338,-470.862957,-1383.399399
15.500000,430.814438,432.290023,-1.391536,-0.080697,29.787886,0.459995,0.028828,0.014991,0.196334,-1.790681,0.678566,0.875820,166.951134,0.040519,0.917048,-0.070701,-3.212114,33.000000,430.814438,-2.209489,-0.011437,0.000000,29.827430,25.850000,210.969444,-199.773999,-1044.238731
15.550000,432.301594,433.776503,-1.494167,-0.077765,29.798320,0.350518,0.058633,0.016083,0.208674,-2.189545,0.596100,0.647541,166.442459,0.021842,0.834751,-0.069293,-3.201680,33.000000,432.301594,-2.226473,-0.011403,0.000000,31.309043,25.785000,210.768778,71.061878,-656.129761
15.600000,433.789025,435.263340,-1.598460,-0.073611,29.808901,0.230587,0.083081,0.016355,0.211638,-2.398611,0.488950,0.306079,165.901812,0.005445,0.749051,-0.066397,-3.191099,33.000000,433.789025,-2.243410,-0.011368,0.000000,32.791476,25.720000,210.564333,328.137706,-251.320086
15.650000,435.276797,436.750663,-1.702670,-0.068529,29.819202,0.109140,0.101644,0.015960,0.206005,-2.428946,0.371265,-0.053388,165.353487,-0.007902,0.661640,-0.062280,-3.180798,33.000000,435.276797,-2.260296,-0.011331,0.000000,34.274862,25.655000,210.356123,559.780205,137.723784
15.700000,436.765077,438.238586,-1.805126,-0.062806,29.828920,-0.006589,0.114458,0.015057,0.194369,-2.314576,0.256277,-0.345380,164.819755,-0.018060,0.574263,-0.057236,-3.171080,33.000000,436.765077,-2.277132,-0.011293,0.000000,35.759312,25.590000,210.144177,757.416235,486.249035
15.750000,438.253895,439.727190,-1.904331,-0.056701,29.837919,-0.111565,0.122094,0.013791,0.179978,-2.099533,0.152730,-0.520541,164.316172,-0.025315,0.488587,-0.051553,-3.162081,33.000000,438.253895,-2.293916,-0.011253,0.000000,37.244899,25.525000,209.928531,916.312648,780.580224
15.800000,439.743387,441.216528,-1.999026,-0.050436,29.846205,-0.202818,0.125301,0.012283,0.165719,-1.825047,0.064134,-0.572998,163.849873,-0.030156,0.406109,-0.045490,-3.153795,33.000000,439.743387,-2.310647,-0.011211,0.000000,38.731656,25.460000,209.709220,1035.276969,1016.637877
15.850000,441.233511,442.706621,-2.088211,-0.044196,29.853886,-0.278985,0.124791,0.010621,0.153624,-1.523344,-0.010197,-0.527066,163.420519,-0.033241,0.328086,-0.039268,-3.146114,33.000000,441.233511,-2.327322,-0.011168,0.000000,40.219572,25.395000,209.486276,1115.248169,1196.347072
15.900000,442.724366,444.197469,-2.171148,-0.038138,29.861127,-0.339740,0.121163,0.008870,0.144818,-1.215111,-0.072571,-0.418014,163.022493,-0.035035,0.255515,-0.033073,-3.138873,33.000000,442.724366,-2.343939,-0.011123,0.000000,41.708606,25.330000,209.259720,1158.560408,1324.268510
15.950000,444.215850,445.689054,-2.247337,-0.032390,29.868110,-0.385213,0.114972,0.007102,0.139660,-0.909453,-0.123811,-0.279292,162.647292,-0.035349,0.189133,-0.027061,-3.131890,33.000000,444.215850,-2.360496,-0.011077,0.000000,43.198692,25.265000,209.029564,1169.535005,1405.462076
16.000000,445.708041,447.181348,-2.316465,-0.027036,29.875002,-0.415319,0.107077,0.005492,0.137838,-0.602124,-0.157902,-0.139597,162.285451,-0.032211,0.129436,-0.021360,-3.124998,33.000000,445.708041,-2.376990,-0.011029,0.000000,44.689752,25.200000,208.795814,1158.487965,1444.731799
16.050000,447.200799,448.674316,-2.378444,-0.022157,29.881961,-0.431935,0.097587,0.003902,0.139187,-0.332321,-0.189805,-0.009449,161.928336,-0.031799,0.076736,-0.016056,-3.118039,33.000000,447.200799,-2.393419,-0.010980,0.000000,46.181705,25.135000,208.558466,1118.438865,1447.632835
16.100000,448.694206,450.167922,-2.433356,-0.017816,29.889110,-0.436167,0.086811,0.002397,0.142966,-0.084625,-0.215513,0.102564,161.567725,-0.030099,0.031116,-0.011227,-3.110890,33.000000,448.694206,-2.409779,-0.010929,0.000000,47.674468,25.070000,208.317511,1056.271429,1417.878720
16.150000,450.188104,451.662129,-2.481433,-0.014058,29.896532,-0.428997,0.075168,0.001032,0.148450,0.143389,-0.232856,0.185253,161.197325,-0.027290,-0.007506,-0.006939,-3.103468,33.000000,450.188104,-2.426069,-0.010877,0.000000,49.167966,25.005000,208.072934,977.184088,1358.730169
16.200000,451.682589,453.156906,-2.523027,-0.010900,29.904277,-0.411567,0.063144,-0.000143,0.154890,0.348593,-0.240484,0.238476,160.812723,-0.023512,-0.039368,-0.003234,-3.095723,33.000000,451.682589,-2.442284,-0.010823,0.000000,50.662132,24.940000,207.824720,885.955577,1273.748331
16.250000,453.177499,454.652224,-2.558602,-0.008343,29.912356,-0.385479,0.051146,-0.001126,0.161583,0.521778,-0.239962,0.262661,160.411426,-0.019657,-0.064821,-0.000133,-3.087644,33.000000,453.177499,-2.458425,-0.010768,0.000000,52.156911,24.875000,207.572852,785.337145,1167.257407
16.300000,454.672954,456.148063,-2.588695,-0.006357,29.920750,-0.352239,0.039722,-0.001857,0.167878,0.664798,-0.228488,0.259755,159.992791,-0.014623,-0.084335,0.002368,-3.079250,33.000000,454.672954,-2.474484,-0.010711,0.000000,53.652256,24.810000,207.317315,682.090887,1044.140323
16.350000,456.168792,457.644404,-2.613897,-0.004891,29.929413,-0.313790,0.029325,-0.002335,0.173277,0.768977,-0.207936,0.233873,159.557848,-0.009553,-0.098445,0.004296,-3.070587,33.000000,456.168792,-2.490465,-0.010653,0.000000,55.148133,24.745000,207.058094,579.836065,910.380999
16.400000,457.665153,459.141233,-2.634836,-0.003878,29.938288,-0.272355,0.020249,-0.002587,0.177485,0.828691,-0.181515,0.192136,159.108815,-0.005051,-0.107752,0.005702,-3.061712,33.000000,457.665153,-2.506359,-0.010593,0.000000,56.644516,24.680000,206.795180,481.250450,772.513626
16.450000,459.161876,460.638543,-2.652139,-0.003240,29.947308,-0.229920,0.012763,-0.002615,0.180417,0.848697,-0.149713,0.142798,158.648982,-0.000559,-0.112876,0.006653,-3.052692,33.000000,459.161876,-2.522171,-0.010531,0.000000,58.141387,24.615000,206.528564,390.985778,636.801108
16.500000,460.659120,462.136325,-2.666457,-0.002918,29.956418,-0.189302,0.006446,-0.002620,0.182188,0.812361,-0.126342,0.094058,158.181645,-0.000095,-0.114457,0.007228,-3.043582,33.000000,460.659120,-2.537891,-0.010469,0.000000,59.638734,24.550000,206.258244,301.743001,509.071698
16.550000,462.156720,463.634576,-2.678356,-0.002828,29.965571,-0.150550,0.001804,-0.002380,0.183058,0.775047,-0.092842,0.052839,157.709620,0.004799,-0.113140,0.007487,-3.034429,33.000000,462.156720,-2.553523,-0.010404,0.000000,61.136548,24.485000,205.984215,231.141702,391.983527
16.600000,463.654846,465.133290,-2.688345,-0.002887,29.974730,-0.115031,-0.001183,-0.002003,0.183179,0.710384,-0.059741,0.019820,157.235343,0.007539,-0.109500,0.007511,-3.025270,33.000000,463.654846,-2.569060,-0.010339,0.000000,62.634826,24.420000,205.706479,173.755953,289.333541
